NCBI_ID	predicted_mobility
NZ_LR135432.1	mobilizable
NZ_LR135438.1	mobilizable
NZ_LR135439.1	non-mobilizable
NZ_LR135485.1	non-mobilizable
NZ_LR135492.1	non-mobilizable
NZ_LR135493.1	mobilizable
NZ_LR135494.1	non-mobilizable
NZ_LR135784.1	non-mobilizable
NZ_LT598668.1	non-mobilizable
NZ_OU015354.1	mobilizable
NZ_OU015712.1	mobilizable
NZ_OU015949.1	non-mobilizable
NZ_OU016030.1	non-mobilizable
NZ_OU016032.1	mobilizable
NZ_OU016040.1	non-mobilizable
NZ_OU016042.1	mobilizable
AP024695.1	non-mobilizable
CP012494.1	non-mobilizable
CP030188.1	non-mobilizable
CP031191.1	non-mobilizable
CP042617.1	non-mobilizable
CP042641.1	non-mobilizable
CP043240.1	non-mobilizable
CP043244.1	non-mobilizable
CP043248.1	non-mobilizable
CP043252.1	non-mobilizable
CP043256.1	non-mobilizable
CP043260.1	non-mobilizable
CP043264.1	non-mobilizable
CP043269.1	non-mobilizable
CP045689.1	non-mobilizable
CP054337.1	non-mobilizable
CP058773.1	non-mobilizable
CP071390.1	non-mobilizable
CP074369.1	non-mobilizable
CP085518.1	non-mobilizable
CP087567.1	non-mobilizable
CP090076.1	non-mobilizable
CP099329.1	non-mobilizable
CP099334.1	non-mobilizable
CP099340.1	non-mobilizable
CP099360.1	non-mobilizable
CP101300.1	non-mobilizable
CP102695.1	non-mobilizable
CP116245.1	non-mobilizable
CP117572.1	non-mobilizable
CP117587.1	non-mobilizable
CP117591.1	non-mobilizable
CP117602.1	non-mobilizable
CP117623.1	non-mobilizable
CP117630.1	non-mobilizable
CP117639.1	non-mobilizable
CP117651.1	non-mobilizable
CP117656.1	non-mobilizable
CP117661.1	non-mobilizable
CP117679.1	non-mobilizable
CP117715.1	non-mobilizable
CP117721.1	non-mobilizable
LT905089.1	non-mobilizable
NC_013370.1	non-mobilizable
NC_017653.1	non-mobilizable
NZ_AP018798.1	non-mobilizable
NZ_AP018809.1	non-mobilizable
NZ_AP022163.1	non-mobilizable
NZ_AP022544.1	non-mobilizable
NZ_AP023222.2	non-mobilizable
NZ_AP023233.2	non-mobilizable
NZ_AP023436.1	non-mobilizable
NZ_AP024520.1	non-mobilizable
NZ_AP024522.1	non-mobilizable
NZ_CP009051.1	non-mobilizable
NZ_CP009168.1	non-mobilizable
NZ_CP010146.1	non-mobilizable
NZ_CP010173.1	non-mobilizable
NZ_CP011063.1	non-mobilizable
NZ_CP012491.1	non-mobilizable
NZ_CP012497.1	non-mobilizable
NZ_CP013030.1	non-mobilizable
NZ_CP015837.1	non-mobilizable
NZ_CP015997.1	non-mobilizable
NZ_CP016549.1	non-mobilizable
NZ_CP019054.1	non-mobilizable
NZ_CP019075.1	non-mobilizable
NZ_CP019188.1	non-mobilizable
NZ_CP020522.1	non-mobilizable
NZ_CP020936.1	non-mobilizable
NZ_CP021336.1	non-mobilizable
NZ_CP021340.1	non-mobilizable
NZ_CP021729.1	non-mobilizable
NZ_CP022733.1	non-mobilizable
NZ_CP023381.1	non-mobilizable
NZ_CP023732.1	non-mobilizable
NZ_CP023896.1	non-mobilizable
NZ_CP023961.1	non-mobilizable
NZ_CP024817.1	non-mobilizable
NZ_CP024832.1	non-mobilizable
NZ_CP026475.1	non-mobilizable
NZ_CP026725.1	non-mobilizable
NZ_CP026938.2	non-mobilizable
NZ_CP027129.1	non-mobilizable
NZ_CP027133.1	non-mobilizable
NZ_CP027199.1	non-mobilizable
NZ_CP027223.1	non-mobilizable
NZ_CP027320.1	non-mobilizable
NZ_CP027443.1	non-mobilizable
NZ_CP027575.1	non-mobilizable
NZ_CP027590.1	non-mobilizable
NZ_CP028125.1	non-mobilizable
NZ_CP029103.1	non-mobilizable
NZ_CP029117.1	non-mobilizable
NZ_CP030183.1	non-mobilizable
NZ_CP030784.2	non-mobilizable
NZ_CP031232.1	non-mobilizable
NZ_CP031351.1	non-mobilizable
NZ_CP031654.1	non-mobilizable
NZ_CP032067.1	mobilizable
NZ_CP033632.1	non-mobilizable
NZ_CP033848.1	non-mobilizable
NZ_CP033882.1	non-mobilizable
NZ_CP034163.1	non-mobilizable
NZ_CP034164.1	non-mobilizable
NZ_CP034821.1	mobilizable
NZ_CP034959.1	non-mobilizable
NZ_CP035313.1	non-mobilizable
NZ_CP037905.1	non-mobilizable
NZ_CP038288.1	non-mobilizable
NZ_CP038378.1	non-mobilizable
NZ_CP038506.1	non-mobilizable
NZ_CP039843.1	non-mobilizable
NZ_CP039862.1	non-mobilizable
NZ_CP040069.1	non-mobilizable
NZ_CP040920.1	non-mobilizable
NZ_CP041630.1	non-mobilizable
NZ_CP041922.1	non-mobilizable
NZ_CP041960.1	non-mobilizable
NZ_CP043218.1	non-mobilizable
NZ_CP043272.1	non-mobilizable
NZ_CP043288.1	non-mobilizable
NZ_CP043337.1	non-mobilizable
NZ_CP044439.1	non-mobilizable
NZ_CP045829.1	non-mobilizable
NZ_CP046005.1	non-mobilizable
NZ_CP048611.1	non-mobilizable
NZ_CP048823.1	non-mobilizable
NZ_CP048917.1	non-mobilizable
NZ_CP049847.1	non-mobilizable
NZ_CP051361.1	non-mobilizable
NZ_CP052881.1	non-mobilizable
NZ_CP053046.1	non-mobilizable
NZ_CP054193.1	non-mobilizable
NZ_CP055201.1	non-mobilizable
NZ_CP055258.1	non-mobilizable
NZ_CP055600.1	non-mobilizable
NZ_CP055677.1	non-mobilizable
NZ_CP056970.1	non-mobilizable
NZ_CP057105.1	non-mobilizable
NZ_CP057246.1	non-mobilizable
NZ_CP057257.1	non-mobilizable
NZ_CP057359.1	non-mobilizable
NZ_CP057563.1	non-mobilizable
NZ_CP057567.1	non-mobilizable
NZ_CP058059.1	non-mobilizable
NZ_CP058684.1	non-mobilizable
NZ_CP058750.1	non-mobilizable
NZ_CP058881.1	non-mobilizable
NZ_CP059290.1	non-mobilizable
NZ_CP059910.1	non-mobilizable
NZ_CP060066.1	non-mobilizable
NZ_CP060921.1	non-mobilizable
NZ_CP060930.1	non-mobilizable
NZ_CP060935.1	non-mobilizable
NZ_CP061756.1	non-mobilizable
NZ_CP062816.1	non-mobilizable
NZ_CP062827.1	non-mobilizable
NZ_CP062833.1	non-mobilizable
NZ_CP062839.1	non-mobilizable
NZ_CP062860.1	non-mobilizable
NZ_CP062884.1	non-mobilizable
NZ_CP062890.1	non-mobilizable
NZ_CP062896.1	non-mobilizable
NZ_CP062902.1	non-mobilizable
NZ_CP062905.1	non-mobilizable
NZ_CP063155.1	non-mobilizable
NZ_CP063334.1	non-mobilizable
NZ_CP063350.1	non-mobilizable
NZ_CP063505.1	non-mobilizable
NZ_CP064673.1	non-mobilizable
NZ_CP064676.1	non-mobilizable
NZ_CP067234.1	non-mobilizable
NZ_CP067237.1	non-mobilizable
NZ_CP067401.1	non-mobilizable
NZ_CP069570.1	non-mobilizable
NZ_CP069679.1	non-mobilizable
NZ_CP069704.1	non-mobilizable
NZ_CP069714.1	non-mobilizable
NZ_CP069885.1	non-mobilizable
NZ_CP069975.1	non-mobilizable
NZ_CP070291.1	non-mobilizable
NZ_CP070295.1	non-mobilizable
NZ_CP070875.1	non-mobilizable
NZ_CP070953.1	mobilizable
NZ_CP073955.1	non-mobilizable
NZ_CP073964.1	non-mobilizable
NZ_CP074035.1	non-mobilizable
NZ_CP075059.1	non-mobilizable
NZ_CP075461.1	non-mobilizable
NZ_CP076266.1	non-mobilizable
NZ_CP076303.1	non-mobilizable
NZ_CP076528.1	non-mobilizable
NZ_CP077708.1	non-mobilizable
NZ_CP080059.1	non-mobilizable
NZ_CP080083.1	non-mobilizable
NZ_CP080229.1	non-mobilizable
NZ_CP080254.1	non-mobilizable
NZ_CP080373.1	non-mobilizable
NZ_CP083486.1	non-mobilizable
NZ_CP083496.1	non-mobilizable
NZ_CP083587.1	non-mobilizable
NZ_CP083706.1	non-mobilizable
NZ_CP085058.1	non-mobilizable
NZ_CP085986.1	non-mobilizable
NZ_CP086223.1	non-mobilizable
NZ_CP086606.1	non-mobilizable
NZ_CP089136.1	non-mobilizable
NZ_CP091679.1	non-mobilizable
NZ_CP092645.1	non-mobilizable
NZ_CP093228.1	non-mobilizable
NZ_CP095126.1	non-mobilizable
NZ_CP095788.1	mobilizable
NZ_CP097097.1	non-mobilizable
NZ_CP098199.1	non-mobilizable
NZ_CP099870.1	non-mobilizable
NZ_CP099881.1	non-mobilizable
NZ_CP099884.1	non-mobilizable
NZ_CP099904.1	non-mobilizable
NZ_CP099909.1	non-mobilizable
NZ_CP100487.1	non-mobilizable
NZ_CP100503.1	non-mobilizable
NZ_CP100532.1	non-mobilizable
NZ_CP100548.1	non-mobilizable
NZ_CP100671.1	non-mobilizable
NZ_CP101248.1	non-mobilizable
NZ_CP101254.1	non-mobilizable
NZ_CP101260.1	non-mobilizable
NZ_CP101271.1	non-mobilizable
NZ_CP101616.1	non-mobilizable
NZ_CP102674.1	non-mobilizable
NZ_CP102677.1	non-mobilizable
NZ_CP102949.1	non-mobilizable
NZ_CP103469.1	non-mobilizable
NZ_CP103510.1	non-mobilizable
NZ_CP103610.1	non-mobilizable
NZ_CP103660.1	non-mobilizable
NZ_CP103706.1	non-mobilizable
NZ_CP103741.1	non-mobilizable
NZ_CP103764.1	non-mobilizable
NZ_CP104510.1	non-mobilizable
NZ_CP104791.1	non-mobilizable
NZ_CP114131.1	non-mobilizable
NZ_CP116091.1	non-mobilizable
NZ_CP116167.1	non-mobilizable
NZ_CP116983.1	non-mobilizable
NZ_CP119581.1	non-mobilizable
NZ_CP119737.1	non-mobilizable
NZ_CP119743.1	non-mobilizable
NZ_LR130557.1	non-mobilizable
NZ_LR882054.1	non-mobilizable
NZ_LR882977.1	non-mobilizable
NZ_LR883966.1	mobilizable
NZ_LR890200.1	non-mobilizable
NZ_LR890206.1	non-mobilizable
NZ_LR890336.1	non-mobilizable
NZ_LR890538.1	non-mobilizable
NZ_LR890724.1	non-mobilizable
AP025534.1	non-mobilizable
CP002523.1	non-mobilizable
CP007578.1	non-mobilizable
CP014293.1	non-mobilizable
CP033519.1	non-mobilizable
CP033553.1	non-mobilizable
CP035673.1	mobilizable
CP035674.1	mobilizable
CP035675.1	mobilizable
CP035933.1	mobilizable
CP040045.1	mobilizable
CP040046.1	mobilizable
CP040055.1	mobilizable
CP042208.1	mobilizable
CP061545.1	conjugative
CP064293.1	conjugative
CP099789.1	non-mobilizable
CP099792.1	non-mobilizable
CP099794.1	non-mobilizable
CP099796.1	non-mobilizable
CP107578.1	conjugative
CP107580.1	conjugative
CP107582.1	conjugative
CP107584.1	conjugative
CP107586.1	conjugative
CP107592.1	non-mobilizable
CP107598.1	conjugative
CP107602.1	conjugative
CP107604.1	conjugative
CP107607.1	non-mobilizable
CP107609.1	conjugative
CP107611.1	conjugative
CP107613.1	conjugative
CP107615.1	conjugative
CP110464.1	mobilizable
CP113076.1	non-mobilizable
CP115622.1	conjugative
CP115625.1	conjugative
CP115628.1	non-mobilizable
CP115631.1	non-mobilizable
CP115633.1	conjugative
CP117729.1	non-mobilizable
CP117760.1	non-mobilizable
CP119234.1	non-mobilizable
CP119242.1	mobilizable
CP119253.1	mobilizable
NC_010402.1	non-mobilizable
NC_010605.1	mobilizable
NC_017164.1	non-mobilizable
NC_021730.1	non-mobilizable
NZ_AP022240.1	mobilizable
NZ_AP024807.1	mobilizable
NZ_CP008708.1	non-mobilizable
NZ_CP008850.1	non-mobilizable
NZ_CP010782.1	non-mobilizable
NZ_CP012955.1	non-mobilizable
NZ_CP014217.1	non-mobilizable
NZ_CP015122.1	mobilizable
NZ_CP015365.1	non-mobilizable
NZ_CP015486.1	non-mobilizable
NZ_CP020575.1	non-mobilizable
NZ_CP020576.1	non-mobilizable
NZ_CP021786.1	non-mobilizable
NZ_CP022284.1	non-mobilizable
NZ_CP023032.1	non-mobilizable
NZ_CP024419.1	mobilizable
NZ_CP024577.1	mobilizable
NZ_CP026339.1	conjugative
NZ_CP026708.1	non-mobilizable
NZ_CP027124.1	non-mobilizable
NZ_CP027180.1	mobilizable
NZ_CP027186.1	mobilizable
NZ_CP027244.1	non-mobilizable
NZ_CP027529.1	non-mobilizable
NZ_CP027609.1	non-mobilizable
NZ_CP027610.1	conjugative
NZ_CP028558.1	non-mobilizable
NZ_CP029573.1	non-mobilizable
NZ_CP030084.1	non-mobilizable
NZ_CP031381.2	mobilizable
NZ_CP031446.1	non-mobilizable
NZ_CP033244.1	non-mobilizable
NZ_CP033751.1	mobilizable
NZ_CP033860.1	mobilizable
NZ_CP033870.1	non-mobilizable
NZ_CP033871.1	mobilizable
NZ_CP033872.1	mobilizable
NZ_CP035044.1	mobilizable
NZ_CP035048.1	mobilizable
NZ_CP035050.1	mobilizable
NZ_CP035053.1	mobilizable
NZ_CP039026.1	non-mobilizable
NZ_CP039521.1	non-mobilizable
NZ_CP039933.1	conjugative
NZ_CP039995.1	non-mobilizable
NZ_CP040049.1	mobilizable
NZ_CP040086.1	mobilizable
NZ_CP040088.1	mobilizable
NZ_CP040261.1	mobilizable
NZ_CP040427.1	mobilizable
NZ_CP041589.1	mobilizable
NZ_CP042560.1	mobilizable
NZ_CP044358.1	mobilizable
NZ_CP045108.1	non-mobilizable
NZ_CP045109.1	mobilizable
NZ_CP046655.1	mobilizable
NZ_CP046900.1	conjugative
NZ_CP047976.1	mobilizable
NZ_CP048133.1	non-mobilizable
NZ_CP049315.1	non-mobilizable
NZ_CP049365.1	non-mobilizable
NZ_CP050386.1	conjugative
NZ_CP050387.1	non-mobilizable
NZ_CP050389.1	mobilizable
NZ_CP050391.1	non-mobilizable
NZ_CP050393.1	non-mobilizable
NZ_CP050402.1	non-mobilizable
NZ_CP050405.1	mobilizable
NZ_CP050411.1	non-mobilizable
NZ_CP050414.1	non-mobilizable
NZ_CP050418.1	mobilizable
NZ_CP050419.1	non-mobilizable
NZ_CP050422.1	non-mobilizable
NZ_CP050427.1	mobilizable
NZ_CP050429.1	non-mobilizable
NZ_CP050434.1	mobilizable
NZ_CP050524.1	non-mobilizable
NZ_CP050527.1	non-mobilizable
NZ_CP050906.1	non-mobilizable
NZ_CP050910.1	non-mobilizable
NZ_CP050913.1	non-mobilizable
NZ_CP050918.1	non-mobilizable
NZ_CP051475.1	non-mobilizable
NZ_CP051868.1	mobilizable
NZ_CP051871.1	non-mobilizable
NZ_CP051877.1	non-mobilizable
NZ_CP053100.1	non-mobilizable
NZ_CP054417.1	mobilizable
NZ_CP056785.1	non-mobilizable
NZ_CP058290.1	non-mobilizable
NZ_CP058291.1	mobilizable
NZ_CP059042.1	non-mobilizable
NZ_CP059389.1	non-mobilizable
NZ_CP059731.1	conjugative
NZ_CP060012.1	non-mobilizable
NZ_CP060014.1	non-mobilizable
NZ_CP061526.1	non-mobilizable
NZ_CP065433.1	mobilizable
NZ_CP066231.1	non-mobilizable
NZ_CP066240.1	non-mobilizable
NZ_CP066815.1	mobilizable
NZ_CP067103.1	mobilizable
NZ_CP069842.1	mobilizable
NZ_CP069852.1	non-mobilizable
NZ_CP070360.1	non-mobilizable
NZ_CP070364.1	non-mobilizable
NZ_CP071765.1	non-mobilizable
NZ_CP072273.1	non-mobilizable
NZ_CP072278.1	non-mobilizable
NZ_CP072283.1	non-mobilizable
NZ_CP072288.1	non-mobilizable
NZ_CP072293.1	non-mobilizable
NZ_CP072298.1	non-mobilizable
NZ_CP072303.1	non-mobilizable
NZ_CP072401.1	non-mobilizable
NZ_CP074586.1	mobilizable
NZ_CP074707.1	non-mobilizable
NZ_CP074711.1	non-mobilizable
NZ_CP074712.1	non-mobilizable
NZ_CP076803.1	non-mobilizable
NZ_CP076806.1	non-mobilizable
NZ_CP076813.1	mobilizable
NZ_CP076816.1	mobilizable
NZ_CP076819.1	mobilizable
NZ_CP076822.1	mobilizable
NZ_CP077829.1	non-mobilizable
NZ_CP077831.1	mobilizable
NZ_CP077834.1	non-mobilizable
NZ_CP077839.1	non-mobilizable
NZ_CP077845.1	mobilizable
NZ_CP077848.1	non-mobilizable
NZ_CP079934.1	non-mobilizable
NZ_CP080456.1	non-mobilizable
NZ_CP082890.1	mobilizable
NZ_CP082893.1	mobilizable
NZ_CP084722.1	non-mobilizable
NZ_CP084725.1	non-mobilizable
NZ_CP084728.1	non-mobilizable
NZ_CP084731.1	non-mobilizable
NZ_CP084734.1	non-mobilizable
NZ_CP085789.1	non-mobilizable
NZ_CP087305.1	non-mobilizable
NZ_CP087306.1	non-mobilizable
NZ_CP087318.1	mobilizable
NZ_CP087319.1	mobilizable
NZ_CP087322.1	non-mobilizable
NZ_CP087323.1	non-mobilizable
NZ_CP087324.1	non-mobilizable
NZ_CP087346.1	non-mobilizable
NZ_CP087350.1	non-mobilizable
NZ_CP087353.1	non-mobilizable
NZ_CP087356.1	non-mobilizable
NZ_CP087595.1	mobilizable
NZ_CP088896.1	non-mobilizable
NZ_CP090183.1	mobilizable
NZ_CP091329.1	mobilizable
NZ_CP091466.1	non-mobilizable
NZ_CP092030.1	conjugative
NZ_CP092486.1	non-mobilizable
NZ_CP094286.1	non-mobilizable
NZ_CP095092.1	mobilizable
NZ_CP096683.1	mobilizable
NZ_CP096694.1	mobilizable
NZ_CP096713.1	mobilizable
NZ_CP096715.1	mobilizable
NZ_CP096741.1	mobilizable
NZ_CP096750.1	mobilizable
NZ_CP096761.1	mobilizable
NZ_CP100307.1	non-mobilizable
NZ_CP102765.1	mobilizable
NZ_CP102815.1	non-mobilizable
NZ_CP102816.1	non-mobilizable
NZ_CP102818.1	conjugative
NZ_CP102819.1	non-mobilizable
NZ_CP102821.1	non-mobilizable
NZ_CP102822.1	non-mobilizable
NZ_CP102825.1	non-mobilizable
NZ_CP102832.1	mobilizable
NZ_CP102937.1	mobilizable
NZ_CP103414.1	mobilizable
NZ_CP103415.1	mobilizable
NZ_CP104785.1	non-mobilizable
NZ_CP104906.1	non-mobilizable
NZ_CP104910.1	non-mobilizable
NZ_CP104911.1	non-mobilizable
NZ_CP106990.1	mobilizable
NZ_CP113445.1	mobilizable
NZ_CP114382.1	non-mobilizable
NZ_CP116681.1	non-mobilizable
NZ_LT594096.1	mobilizable
AP018702.1	mobilizable
CP016220.1	non-mobilizable
CP021473.1	non-mobilizable
CP021477.1	non-mobilizable
CP099559.1	non-mobilizable
CP099565.1	non-mobilizable
CP104089.1	mobilizable
CP110247.1	non-mobilizable
CP110538.1	mobilizable
CP111119.1	mobilizable
CP113125.1	non-mobilizable
CP113249.1	non-mobilizable
CP113423.1	mobilizable
CP114210.1	non-mobilizable
CP114211.1	non-mobilizable
CP120655.1	non-mobilizable
CP120667.1	non-mobilizable
NC_016636.1	non-mobilizable
NC_020823.1	non-mobilizable
NC_020824.1	non-mobilizable
NC_021227.2	mobilizable
NC_021228.1	non-mobilizable
NC_021515.1	non-mobilizable
NC_021520.1	non-mobilizable
NC_021525.1	non-mobilizable
NC_021903.1	mobilizable
NZ_AP014681.1	mobilizable
NZ_AP017930.1	non-mobilizable
NZ_AP017933.1	non-mobilizable
NZ_AP018406.1	non-mobilizable
NZ_CP004407.1	non-mobilizable
NZ_CP012124.1	non-mobilizable
NZ_CP012281.1	non-mobilizable
NZ_CP012660.1	non-mobilizable
NZ_CP013154.2	mobilizable
NZ_CP013158.2	non-mobilizable
NZ_CP013160.2	non-mobilizable
NZ_CP013166.2	non-mobilizable
NZ_CP014896.1	non-mobilizable
NZ_CP014913.1	mobilizable
NZ_CP014931.1	mobilizable
NZ_CP015128.2	non-mobilizable
NZ_CP015129.2	non-mobilizable
NZ_CP015340.1	non-mobilizable
NZ_CP015860.1	mobilizable
NZ_CP015921.1	non-mobilizable
NZ_CP016271.1	mobilizable
NZ_CP016493.1	non-mobilizable
NZ_CP016496.1	mobilizable
NZ_CP017068.1	mobilizable
NZ_CP017276.1	mobilizable
NZ_CP017360.1	non-mobilizable
NZ_CP017361.1	non-mobilizable
NZ_CP017367.1	mobilizable
NZ_CP017373.1	non-mobilizable
NZ_CP017411.1	non-mobilizable
NZ_CP017700.1	non-mobilizable
NZ_CP017959.1	non-mobilizable
NZ_CP018214.1	non-mobilizable
NZ_CP018328.1	non-mobilizable
NZ_CP019716.1	mobilizable
NZ_CP019983.1	non-mobilizable
NZ_CP020095.1	mobilizable
NZ_CP020461.1	mobilizable
NZ_CP020862.1	non-mobilizable
NZ_CP021458.1	non-mobilizable
NZ_CP021460.1	non-mobilizable
NZ_CP021481.1	non-mobilizable
NZ_CP021482.1	non-mobilizable
NZ_CP021483.1	non-mobilizable
NZ_CP021502.1	mobilizable
NZ_CP021503.1	non-mobilizable
NZ_CP021676.1	non-mobilizable
NZ_CP021998.2	mobilizable
NZ_CP022131.1	mobilizable
NZ_CP022293.1	mobilizable
NZ_CP022476.1	mobilizable
NZ_CP023178.1	mobilizable
NZ_CP023773.1	conjugative
NZ_CP024416.1	non-mobilizable
NZ_CP024417.1	non-mobilizable
NZ_CP025138.1	non-mobilizable
NZ_CP025475.1	mobilizable
NZ_CP025694.1	non-mobilizable
NZ_CP027192.1	mobilizable
NZ_CP027193.1	non-mobilizable
NZ_CP027197.1	mobilizable
NZ_CP028223.1	mobilizable
NZ_CP028234.1	non-mobilizable
NZ_CP028240.1	non-mobilizable
NZ_CP028246.1	non-mobilizable
NZ_CP028262.1	mobilizable
NZ_CP028338.1	mobilizable
NZ_CP028981.1	mobilizable
NZ_CP028982.1	mobilizable
NZ_CP028983.1	non-mobilizable
NZ_CP031213.1	non-mobilizable
NZ_CP032362.1	mobilizable
NZ_CP032461.1	mobilizable
NZ_CP032463.1	non-mobilizable
NZ_CP032646.1	non-mobilizable
NZ_CP032647.1	mobilizable
NZ_CP032656.1	non-mobilizable
NZ_CP032657.1	non-mobilizable
NZ_CP032658.1	non-mobilizable
NZ_CP032661.1	non-mobilizable
NZ_CP032662.1	non-mobilizable
NZ_CP032758.1	mobilizable
NZ_CP033887.1	non-mobilizable
NZ_CP033892.1	non-mobilizable
NZ_CP035017.1	mobilizable
NZ_CP035018.1	non-mobilizable
NZ_CP035019.1	non-mobilizable
NZ_CP035025.1	mobilizable
NZ_CP035146.1	mobilizable
NZ_CP035178.1	non-mobilizable
NZ_CP035225.1	non-mobilizable
NZ_CP035573.1	non-mobilizable
NZ_CP037437.1	non-mobilizable
NZ_CP037438.1	non-mobilizable
NZ_CP040580.1	non-mobilizable
NZ_CP040582.1	non-mobilizable
NZ_CP040589.1	non-mobilizable
NZ_CP040592.1	non-mobilizable
NZ_CP040737.1	non-mobilizable
NZ_CP042373.1	non-mobilizable
NZ_CP044503.1	non-mobilizable
NZ_CP045594.1	non-mobilizable
NZ_CP046039.1	non-mobilizable
NZ_CP046658.1	non-mobilizable
NZ_CP046667.1	non-mobilizable
NZ_CP046727.1	non-mobilizable
NZ_CP053339.1	mobilizable
NZ_CP053340.1	mobilizable
NZ_CP053341.1	mobilizable
NZ_CP053914.1	non-mobilizable
NZ_CP054260.1	non-mobilizable
NZ_CP054263.1	mobilizable
NZ_CP058679.1	mobilizable
NZ_CP058680.1	non-mobilizable
NZ_CP058681.1	non-mobilizable
NZ_CP058737.1	non-mobilizable
NZ_CP059172.1	non-mobilizable
NZ_CP059607.1	non-mobilizable
NZ_CP059608.1	non-mobilizable
NZ_CP060179.1	mobilizable
NZ_CP060190.1	non-mobilizable
NZ_CP061717.1	non-mobilizable
NZ_CP062061.1	mobilizable
NZ_CP064762.1	non-mobilizable
NZ_CP064862.1	non-mobilizable
NZ_CP064863.1	non-mobilizable
NZ_CP064864.1	non-mobilizable
NZ_CP065810.1	non-mobilizable
NZ_CP065812.1	non-mobilizable
NZ_CP065813.1	non-mobilizable
NZ_CP065814.1	non-mobilizable
NZ_CP065816.1	non-mobilizable
NZ_CP065817.1	mobilizable
NZ_CP065818.1	non-mobilizable
NZ_CP066500.1	mobilizable
NZ_CP066823.1	non-mobilizable
NZ_CP066825.1	non-mobilizable
NZ_CP066826.1	non-mobilizable
NZ_CP068766.1	non-mobilizable
NZ_CP068769.1	non-mobilizable
NZ_CP069286.1	non-mobilizable
NZ_CP070849.1	mobilizable
NZ_CP070850.1	mobilizable
NZ_CP071453.1	non-mobilizable
NZ_CP073270.1	non-mobilizable
NZ_CP073272.1	mobilizable
NZ_CP075332.1	mobilizable
NZ_CP075333.1	non-mobilizable
NZ_CP075334.1	non-mobilizable
NZ_CP076829.1	non-mobilizable
NZ_CP076830.1	mobilizable
NZ_CP076832.1	non-mobilizable
NZ_CP076833.1	non-mobilizable
NZ_CP077100.1	non-mobilizable
NZ_CP077102.1	mobilizable
NZ_CP077104.1	non-mobilizable
NZ_CP077105.1	non-mobilizable
NZ_CP078130.1	mobilizable
NZ_CP078131.1	mobilizable
NZ_CP078133.1	mobilizable
NZ_CP078134.1	mobilizable
NZ_CP084717.1	non-mobilizable
NZ_CP085177.1	non-mobilizable
NZ_CP085181.1	non-mobilizable
NZ_CP085182.1	non-mobilizable
NZ_CP085476.1	non-mobilizable
NZ_CP086413.1	non-mobilizable
NZ_CP086414.1	mobilizable
NZ_CP090186.1	mobilizable
NZ_CP091295.1	mobilizable
NZ_CP091296.1	mobilizable
NZ_CP091530.1	mobilizable
NZ_CP091532.1	mobilizable
NZ_CP091533.1	non-mobilizable
NZ_CP092266.1	non-mobilizable
NZ_CP092270.1	non-mobilizable
NZ_CP092505.1	non-mobilizable
NZ_CP092506.1	non-mobilizable
NZ_CP092508.1	non-mobilizable
NZ_CP094392.1	mobilizable
NZ_CP094393.1	mobilizable
NZ_CP094395.1	non-mobilizable
NZ_CP094962.1	mobilizable
NZ_CP095388.1	non-mobilizable
NZ_CP095389.1	non-mobilizable
NZ_CP097164.1	mobilizable
NZ_CP097179.1	non-mobilizable
NZ_CP097180.1	non-mobilizable
NZ_CP098329.1	mobilizable
NZ_CP099550.1	non-mobilizable
NZ_CP099552.1	non-mobilizable
NZ_CP099982.1	mobilizable
NZ_CP103396.1	non-mobilizable
NZ_CP104715.1	non-mobilizable
NZ_CP104717.1	mobilizable
NZ_CP110801.1	non-mobilizable
NZ_CP114875.1	conjugative
NZ_CP114880.1	non-mobilizable
NZ_CP114881.1	non-mobilizable
NZ_CP116588.1	non-mobilizable
NZ_CP120967.1	mobilizable
NZ_CP121255.1	non-mobilizable
NZ_CP121259.1	non-mobilizable
NZ_LN898145.1	non-mobilizable
NZ_LT960779.1	mobilizable
NZ_LT960786.1	mobilizable
NZ_LT960792.1	mobilizable
CP037999.1	mobilizable
CP042635.1	mobilizable
CP054322.1	mobilizable
CP054333.1	mobilizable
CP054339.1	mobilizable
CP054452.1	mobilizable
CP087293.1	mobilizable
CP091621.1	mobilizable
CP091639.1	mobilizable
CP091642.1	mobilizable
CP110400.1	mobilizable
CP110401.1	mobilizable
CP110406.1	mobilizable
CP110407.1	mobilizable
CP113490.1	mobilizable
CP116486.1	mobilizable
CP117641.1	mobilizable
CP117663.1	mobilizable
CP120554.1	mobilizable
LR890629.1	mobilizable
NC_010659.1	mobilizable
NC_011093.1	mobilizable
NC_013719.1	mobilizable
NC_016840.1	mobilizable
NC_017648.1	mobilizable
NZ_AP017615.1	mobilizable
NZ_AP022034.1	mobilizable
NZ_AP022067.1	mobilizable
NZ_AP022074.1	mobilizable
NZ_AP022100.1	mobilizable
NZ_AP022167.1	mobilizable
NZ_AP022180.1	mobilizable
NZ_AP022209.1	mobilizable
NZ_AP022329.1	mobilizable
NZ_AP022546.1	mobilizable
NZ_AP022654.1	mobilizable
NZ_AP022820.1	mobilizable
NZ_AP024119.1	mobilizable
NZ_CP008716.1	mobilizable
NZ_CP010189.1	mobilizable
NZ_CP010190.1	mobilizable
NZ_CP010198.1	mobilizable
NZ_CP010202.1	mobilizable
NZ_CP010204.1	non-mobilizable
NZ_CP010210.1	mobilizable
